name,symbol,price,volume,mkt_cap,coingecko_rank,vol / mkt_cap,dominance,num_holders,whitepaper,coingecko_likes,fully_diluted_valuation,meme_coin
AlphaDex,DEX,0.000457649561,,80147.0,2564.0,,5.27e-08,,1.0,250.0,155600.85074,-1
FSBT API,FSBT,1.9803458e-05,14176.9,79535.0,2565.0,0.178,5.23e-08,,,251.0,198034.58,-1
Decentrahub Coin,DCNTR,17.42,34.54,79135.0,2566.0,0.0,5.2e-08,,,1235.0,174200.00000000003,-1
Chaincoin,CHC,0.210529,4703.93,78906.0,2567.0,0.06,5.19e-08,,,84.0,2105290.0,-1
Aegis,AGS,0.003951262417,112888.0,78360.0,2568.0,1.441,5.15e-08,,,765.0,90879.035591,-1
BoolBerry,BBR,1.11,,78185.0,2569.0,,5.14e-08,,1.0,296.0,465308.0,-1
Moonaï,MOOI,0.004937669173,32243.0,77955.0,2570.0,0.414,5.12e-08,,,452.0,103691.052633,-1
Sishi Finance,SISHI,0.037848639606,3936.36,76679.0,2571.0,0.051,5.04e-08,,,110.0,,-1
Bitradio,BRO,4.1309649e-05,14.92,76554.0,2572.0,0.0,5.03e-08,,,330.0,310070.225394,-1
LanaCoin,LANA,10.61,26.24,75720.0,2573.0,0.0,4.98e-08,,,5437.0,244030.0,-1
Bezant,BZNT,0.004740162406,6382.46,75582.0,2574.0,0.084,4.97e-08,,1.0,190.0,284409.74436,-1
Xuez Coin,XUEZ,0.002996169806,38865.0,75405.0,2575.0,0.515,4.96e-08,,,219.0,299616.9806,-1
Pyrk,PYRK,0.004936708809,4403.08,75167.0,2576.0,0.059,4.94e-08,,,584.0,53487.5910847728,-1
Yearn Finance Bit,YFBT,0.00591975181,17069.57,74891.0,2577.0,0.228,4.92e-08,,,864.0,109219.4208945,-1
IGToken,IG,9.5522135e-05,600342.0,74304.0,2578.0,8.08,4.88e-08,,,979.0,95522.135,-1
PengolinCoin,PGO,6.5823721e-05,52517.0,74080.0,2579.0,0.709,4.87e-08,,,484.0,4607660.47,-1
BBSCoin,BBS,0.031414021386,305.27,73589.0,2580.0,0.004,4.84e-08,,1.0,1364.0,657770.371710129,-1
Ethanol,ENOL,1.3716152e-05,,73267.0,2581.0,,4.82e-08,,1.0,252.0,137161.52,-1
Eggplant Finance,EGGP,0.16225,4267.76,72985.0,2582.0,0.058,4.8e-08,,,1340.0,77355.44575,-1
XGOX,XGOX,0.060274308548,6.45,72045.0,2585.0,0.0,4.73e-08,,1.0,267.0,76877.16820908934,-1
ETG Finance,ETGF,0.07338176964,,71985.0,2583.0,,4.73e-08,,,276.0,107247.0,-1
Gentarium,GTM,0.62436,0.16696,71956.0,2584.0,0.0,4.73e-08,,,245.0,70267.34748,-1
Starbugs Shards,BUGS,0.000471649933,0.0,71894.0,2586.0,0.0,4.72e-08,,1.0,140.0,128819.387950625,-1
sXRP,SXRP,0.004647079954,1497.01,71395.0,2587.0,0.021,4.69e-08,,,2739.0,69706.19931,-1
Medic Coin,MEDIC,1.41,,71334.0,2588.0,,4.69e-08,,,2342.0,235453.08,-1
2X2,2X2,1.39,3.88,70560.0,2589.0,0.0,4.64e-08,,,2143.0,208500.0,-1
Crystal Token,CYL,7.19,131865.0,70449.0,2590.0,1.872,4.63e-08,,,155.0,71894.0,-1
Baguette Token,BGTT,0.000329160567,6151.15,70417.0,2591.0,0.087,4.63e-08,,,250.0,3291605.67,-1
CPUchain,CPU,0.001646188383,1282.42,69953.0,2592.0,0.018,4.6e-08,,1.0,392.0,172849.780215,-1
BT.Finance,BT,0.00033303957,318614.0,69566.0,2593.0,4.58,4.57e-08,,,101.0,,-1
Privatix,PRIX,0.0216943034,25046.0,69047.0,2605.0,0.363,4.54e-08,1644.0,1.0,1205.0,216943.0,-1
Project Senpai,SENPAI,0.00691071813,,68473.0,2594.0,,4.5e-08,,,522.0,217106613.0830833,-1
GCN Coin,GCN,0.33639,13.24,68367.0,2595.0,0.0,4.49e-08,,,144.0,776503.0,-1
BONK Token,BONK,0.022780896844,,68343.0,2596.0,,4.49e-08,,,4766.0,68342.69053200001,-1
Reecore,REEX,0.000193498019,96.35,68247.0,2597.0,0.001,4.49e-08,,,208.0,96749.0095,-1
Advanced Integrated Blocks,AIB,0.000692463047,5311.29,68051.0,2598.0,0.078,4.47e-08,,1.0,405.0,69246.3047,-1
Fiscus FYI,FFYI,0.001326560756,,67920.0,2599.0,,4.46e-08,,,208.0,2201.04950476654,-1
Social Activity Token,SAT,9.1130462e-05,17.23,67801.0,2600.0,0.0,4.46e-08,65573.0,,115.0,182260.924,-1
Popchain,PCH,0.000907850218,,66889.0,2601.0,,4.4e-08,,1.0,226.0,136177.53269999998,-1
GeyserCoin,GSR,0.0005479885,24.46,66289.0,2602.0,0.0,4.36e-08,,1.0,78.0,54798.85,-1
Guncoin,GUN,0.000350693582,3.03,64881.0,2603.0,0.0,4.26e-08,,,417.0,67168.79485656795,-1
Italo,XTA,3.3,8.31,64750.0,2604.0,0.0,4.26e-08,,,218.0,99000.0,-1
Moon Juice,JUICE,0.003943652654,,64570.0,2606.0,,4.24e-08,,,254.0,82816.70573399999,-1
DigitalPrice,DP,0.006466537768,,64348.0,2607.0,,4.23e-08,,1.0,169.0,258661.51072,-1
USDQ,USDQ,0.054804011668,1661013.0,64119.0,2608.0,25.905,4.21e-08,,,1510.0,60647.43460808884,-1
Paws Funds,PAWS,0.000332480406,,63979.0,2609.0,,4.2e-08,,,213.0,166240.203,-1
BERNcash,BERN,0.014658567225,1.4,63898.0,2610.0,0.0,4.2e-08,,,235.0,73292.836125,-1
Eltcoin,ELTCOIN,0.695393,19196.78,63863.0,2622.0,0.301,4.2e-08,2760.0,1.0,25.0,63770.0,-1
Kansas City Chiefs Win Super Bowl,CHIEFS,0.001794527278,,63770.0,2611.0,,4.19e-08,,1.0,203.0,109466.163958,-1
Bullion,CBX,1.17,0.168074,62249.0,2612.0,0.0,4.09e-08,,,796.0,6388535.79,-1
Kind Ads Token,KIND,0.004794372419,,61854.0,2613.0,,4.07e-08,4812.0,,1676.0,239718.62095,-1
SaveNode,SNO,0.00027223489,,61751.0,2614.0,,4.06e-08,,1.0,295.0,272234.89,-1
SF Capital,SFCP,0.000262594731,60.56,60960.0,2615.0,0.001,4.01e-08,,1.0,180.0,52518.9462,-1
Yield Farming Token,YFT,5.26,0.0,60688.0,2616.0,0.0,3.99e-08,,,860.0,123084.0,-1
Veco,VECO,0.001272222771,206.8,60492.0,2624.0,0.003,3.98e-08,,1.0,173.0,127222.2771,-1
NevaCoin,NEVA,0.000897283633,,60316.0,2617.0,,3.96e-08,,,1599.0,71783.0,-1
StaysBASE,SBS,0.007809136998,,60247.0,2618.0,,3.96e-08,,1.0,182.0,,-1
PolypuX,PUX,0.018599477597,27495.0,59866.0,2619.0,0.459,3.93e-08,,,304.0,86723.48659989036,-1
MEMEX,MEMEX,0.000164626735,6392.7,59839.0,2620.0,0.107,3.93e-08,,,225.0,82313.36750000001,-1
POMA,POMAC,7.4533463e-05,,59813.0,2621.0,,3.93e-08,,,173.0,51428.089470000006,-1
Milfies,MILF,0.000384898669,,59723.0,2623.0,,3.92e-08,,,56.0,1924493.345,-1
Monster Slayer Share,MSS,45.8,5.17,57916.0,2625.0,0.0,3.81e-08,,,423.0,59437.0,-1
4New,KWATT,0.000657144687,495.9,57644.0,2626.0,0.009,3.79e-08,7668.0,,141.0,55857.298395,-1
ATBCoin,ATB,0.002352175288,0.032853445211,57546.0,2627.0,0.0,3.78e-08,,1.0,250.0,50806.9862208,-1
YUI Finance,YUI,6.657509e-06,,57485.0,2628.0,,3.78e-08,,,380.0,114159.50242732,-1
PopularCoin,POP,3.238677e-06,0.201002,57417.0,2629.0,0.0,3.77e-08,,,535.0,55057.509,-1
vSlice,VSL,3.21,,57386.0,2630.0,,3.77e-08,,,1374.0,81286.83,-1
CyberMusic,CYMT,0.000691321921,1379.99,57280.0,2631.0,0.024,3.76e-08,1620.0,1.0,450.0,69132.1921,-1
Panda Yield,BBOO,0.003887065347,,56505.0,2632.0,,3.71e-08,,,466.0,1166119.6041,-1
Ethereum Gold Project,ETGP,2.82,771.92,56307.0,2633.0,0.014,3.7e-08,,,36.0,52102.32,-1
Cherry,CHERRY,0.001529923368,133.45,55285.0,2634.0,0.002,3.63e-08,,,820.0,,-1
ETHplode,ETHPLO,0.001037820789,,55276.0,2635.0,,3.63e-08,,,895.0,103089.6251509842,-1
STRAKS,STAK,0.000163129303,19.65,54892.0,2636.0,0.0,3.61e-08,,1.0,526.0,163129.303,-1
Dripper,DRIP,0.005181925041,,54852.0,2637.0,,3.6e-08,,,272.0,51819.0,-1
Blocklancer,LNC,0.050421052874,,54527.0,2638.0,,3.58e-08,,1.0,972.0,50421.052874,-1
Know Your Developer,KYDC,0.000507320651,0.967375,54402.0,2639.0,0.0,3.58e-08,,1.0,125.0,77202.70668892769,-1
Ethereum Cash,ECASH,0.000548130174,50.34,54017.0,2640.0,0.001,3.55e-08,,,127.0,,-1
MVP,MVP,6.6104473e-05,,54015.0,2641.0,,3.55e-08,,,458.0,,-1
MEDIBIT,MEDIBIT,0.00297441551,1366.82,53931.0,2642.0,0.025,3.54e-08,17743.0,1.0,203.0,,-1
Raise Token,RAISE,0.003042753674,48.38,53884.0,2648.0,0.001,3.54e-08,,,1360.0,63897.827154,-1
Titcoin,TIT,0.000459066209,,53561.0,2643.0,,3.52e-08,,,259.0,229533.0,-1
YFFS Finance,YFFS,0.001293740525,33070.0,53190.0,2644.0,0.622,3.5e-08,,1.0,86.0,452635.6491584197,-1
Neural Protocol,NRP,0.001449973015,274.43,52762.0,2645.0,0.005,3.47e-08,951.0,,25317.0,115997.8412,-1
HyperQuant,HQT,0.064948435517,816.72,52634.0,2646.0,0.016,3.46e-08,,1.0,1456.0,56505.13889979,-1
Streamix,MIXS,1.54,,52484.0,2647.0,,3.45e-08,,1.0,4473.0,92400.0,-1
SkyMap,SKYM,0.000570923495,,52399.0,2649.0,,3.44e-08,,,146.0,,-1
Aced,ACED,0.000489130451,814.21,52340.0,2650.0,0.016,3.44e-08,,1.0,158.0,61141.306375,-1
Ethorse,HORSE,0.082696610975,,52000.0,2651.0,,3.42e-08,,1.0,221.0,119095.0281159804,-1
LiteBar,LTB,0.000244995631,,51882.0,2652.0,,3.41e-08,,,878.0,39607.463681246,-1
sXTZ,SXTZ,4.0645003e-05,51.17,51424.0,2653.0,0.001,3.38e-08,,,196.0,28451.5021,-1
Blockparty,BOXX,0.001610904055,,51089.0,2654.0,,3.36e-08,,1.0,93.0,144981.36495,-1
Arion,ARION,0.024145505039,18.32,50917.0,2682.0,0.0,3.35e-08,,,401.0,67928.0,-1
Davies,DVS,0.014876683961,45.64,50892.0,2655.0,0.001,3.34e-08,,,213.0,59506.72096731604,-1
Bitcoin Red,BTCRED,2.44e-10,0.179779,50770.0,2656.0,0.0,3.34e-08,,1.0,3555.0,227003.39491574868,-1
Scorum,SCR,4.373266e-06,1782.94,50463.0,2657.0,0.035,3.32e-08,,1.0,359.0,41546.027,-1
OASIS,XOS,0.011346816146,,50405.0,2658.0,,3.31e-08,,,475.0,1134681.6146,-1
Swirge,SWGB,3.17926e-06,27425.0,49887.0,2659.0,0.55,3.28e-08,,1.0,558.0,286133.4,-1
Holyheld (OLD),HOLY,0.000798916143,,49767.0,2660.0,,3.27e-08,,1.0,153.0,81445.51977970943,-1
X-Coin,XCO,28.5,2.25,49245.0,2661.0,0.0,3.24e-08,,,2461.0,1424059.5,-1
LiteBitcoin,LBTC,0.007899182124,0.012141929913,49123.0,2662.0,0.0,3.23e-08,,1.0,396.0,197479.5531,-1
Carebit,CARE,0.001217817849,,49096.0,2663.0,,3.23e-08,,1.0,312.0,243563.5698,-1
BitMoney,BIT,0.007242098411,,49085.0,2664.0,,3.23e-08,,,102.0,152084.066631,-1
BOAT,BOAT,0.0002991285,,48895.0,2665.0,,3.21e-08,,1.0,135.0,71788.7063164095,-1
C2C System,C2C,0.000162305729,,48692.0,2666.0,,3.2e-08,,,128.0,48691.7187,-1
Spacecoin,SPACE,5.895303e-06,0.003340356768,48297.0,2667.0,0.0,3.17e-08,,1.0,296.0,41715.11657081085,-1
Hakuna Matata,TATA,0.000328839458,1118.9,48237.0,2668.0,0.023,3.17e-08,,,176.0,43077.968998,-1
MetaWhale BTC,MWBTC,2.39,,48198.0,2669.0,,3.17e-08,,,3987.0,47800.0,-1
OBR,OBR,0.001543146179,251.97,47660.0,2670.0,0.005,3.13e-08,,,417.0,,-1
DeepCloud AI,DEEP,0.292026,1258.46,47572.0,2671.0,0.026,3.13e-08,,1.0,218.0,69389.465964,-1
Klondike Finance v1,KLON,0.003891408072,,47570.0,2672.0,,3.13e-08,,1.0,209.0,57458.2940315106,-1
Suretly,SUR,3.32278e-06,,47302.0,2673.0,,3.11e-08,879.0,1.0,809.0,110879.29595761596,-1
Nyantereum International,NYANTE,0.013252226637,82811.0,47275.0,2674.0,1.752,3.11e-08,,,668.0,,-1
Digital Money Bits,DMB,0.008850302509,0.001342895909,47000.0,2675.0,0.0,3.09e-08,,,390.0,88503.0,-1
Genesis Network,GENX,0.00183663632,,47000.0,2676.0,,3.09e-08,,,141.0,367327.264,-1
ParkByte,PKB,0.001311553124,,46999.0,2677.0,,3.09e-08,,,106.0,275426.15604,-1
YieldWars,WAR,1.0,31965.0,46861.0,2678.0,0.682,3.08e-08,,,284.0,46107.0,-1
DUO Network,DUO,0.055591328058,30816.0,46837.0,2679.0,0.658,3.08e-08,,,875.0,682291.0479420616,-1
Bitcoin CZ,BCZ,0.003723170148,0.002958913182,46746.0,2680.0,0.0,3.07e-08,,,145.0,119141.444736,-1
Zuflo Coin,ZFL,0.000246270334,,46551.0,2681.0,,3.06e-08,,,3541.0,61567.5835,-1
Swipp,SWIPP,0.002321780081,,46177.0,2683.0,,3.03e-08,,1.0,68.0,147886.40217457662,-1
Seal Finance,SEAL,0.138888,0.0,46107.0,2684.0,0.0,3.03e-08,,,288.0,5833296.000000001,-1
Datarius Credit,DTRC,0.007059352444,0.871112,45719.0,2685.0,0.0,3e-08,5627.0,,71.0,98830.934216,-1
APR Coin,APR,0.002829249425,145.89,45594.0,2761.0,0.003,3e-08,,1.0,180.0,50413.49580275785,-1
Aquachain,AQUA,2.21,,45394.0,2686.0,,2.98e-08,,,252.0,44197.79,-1
EDRCoin,EDRC,127.25,,45368.0,2687.0,,2.98e-08,,,51.0,381.75,-1
KemaCoin,KEMA,4.951831e-06,341.39,45232.0,2688.0,0.008,2.97e-08,,1.0,342.0,37633.79013050613,-1
MocktailSwap,MOK,0.000246994714,99413.0,44995.0,2689.0,2.209,2.96e-08,,1.0,323.0,60565.40067664549,-1
Electronero,ETNX,0.000683458907,10.47,44895.0,2690.0,0.0,2.95e-08,,,314.0,68345.8907,-1
FUTURAX,FTXT,0.000395258593,3.59,44600.0,2691.0,0.0,2.93e-08,3633.0,,119.0,988146.4825,-1
zzz.finance v2,ZZZV2,1.85,,44242.0,2692.0,,2.91e-08,,,1171.0,92501.85,-1
Worldcore,WRC,0.000329179916,,43991.0,2693.0,,2.89e-08,29220.0,1.0,343.0,55302.225888,-1
Truegame,TGAME,7.9777982e-05,703.77,43776.0,2694.0,0.016,2.88e-08,,1.0,189.0,1675337.622,-1
HeartBout,HB,0.016077108009,,43221.0,2695.0,,2.84e-08,736.0,1.0,239.0,41476.0,-1
Wild Crypto,WILD,0.004253994892,,43058.0,2696.0,,2.83e-08,,1.0,164.0,,-1
ImageCash,IMGC,0.027193897469,41.74,42144.0,2697.0,0.001,2.77e-08,,,399.0,34720.92354334198,-1
Vaultz,VAULTZ,0.006640058355,,41964.0,2698.0,,2.76e-08,,,639.0,33200.291775,-1
Australia Cash,AUS,0.000789558845,,41832.0,2699.0,,2.75e-08,,1.0,113.0,157911.769,-1
Your Finance Decentralized,YFD,0.000996415532,5389.87,41546.0,2700.0,0.13,2.73e-08,,,286.0,39856.62128000001,-1
Basis Dollar,BSD,0.002732907552,,41384.0,2701.0,,2.72e-08,,1.0,81.0,40128.158849340194,-1
GlobalToken,GLT,0.016184835309,4.5,40951.0,2702.0,0.0,2.69e-08,,,210.0,,-1
TokenDesk,TDS,2.13,,40128.0,2703.0,,2.64e-08,,,3116.0,74550.0,-1
Farm Defi,PFARM,5.4,,39942.0,2704.0,,2.62e-08,,,105.0,41964.0,-1
MarteXcoin,MXT,0.002324054584,,39317.0,2705.0,,2.58e-08,,,84.0,,-1
Bitcoin Zero,BZX,1.800266e-06,1.03,38895.0,2706.0,0.0,2.56e-08,,1.0,395.0,90013.3,-1
Armours,ARM,3.88,70999.0,38273.0,2707.0,1.855,2.52e-08,,,344.0,38800.0,-1
Arto,RTO,1145.75,18.45,38060.0,2708.0,0.0,2.5e-08,,,99.0,38012.0,-1
484 Fund,ERROR,0.001355467095,,38012.0,2709.0,,2.5e-08,,1.0,65.0,834967.73052,-1
Ultragate,ULG,2.85,813.66,37803.0,2710.0,0.022,2.48e-08,,,655.0,57030.0,-1
Decentralized Asset Trading Platform,DATP,0.041805598998,6.43,37694.0,2711.0,0.0,2.48e-08,,,264.0,188125.195491,-1
ARAW Token,ARAW,0.001644098167,1474.39,37156.0,2712.0,0.04,2.44e-08,,,276.0,33141.92485396971,-1
The Lab Finance,LABO,0.005021286928,2544.77,37117.0,2713.0,0.069,2.44e-08,,,111.0,50212.86928,-1
pulltherug.finance,RUGZ,0.043013055531,,37000.0,2714.0,,2.43e-08,,,177.0,215065.277655,-1
StarDEX,XSTAR,0.002333885603,0.0,36906.0,2715.0,0.0,2.43e-08,,,463.0,86353.767311,-1
Joint Ventures,JOINT,88749.0,10349.23,36706.0,2716.0,0.282,2.41e-08,,,385.0,0.0,-1
iBTC,IBTC,0.039634261609,,36213.0,2717.0,,2.38e-08,1878.0,,171.0,118902.784827,-1
Dalecoin,DALC,4.123871e-05,7.79,36031.0,2718.0,0.0,2.37e-08,791.0,1.0,159.0,41238.71000000001,-1
Onix,ONX,0.019714632802,,35374.0,2719.0,,2.32e-08,,,126.0,,-1
Matka,MAT,0.000250475629,,35222.0,2720.0,,2.31e-08,,,348.0,25844.333390117867,-1
Machinecoin,MAC,0.000324888567,,34765.0,2721.0,,2.28e-08,,1.0,328.0,599313.6246718048,-1
BitRent,RNTB,0.001323800867,,34723.0,2722.0,,2.28e-08,,1.0,343.0,46333.030345,-1
YFUEL,YFUEL,8.309205e-05,,34530.0,2723.0,,2.27e-08,,1.0,162.0,83092.05,-1
EvenCoin,EVN,0.00066217635,104207.0,34274.0,2724.0,3.04,2.25e-08,2684.0,,177.0,66217.635,-1
Italian Lira,ITL,0.007057559538,98.6,33884.0,2725.0,0.003,2.23e-08,,,138.0,105863.39307,-1
PeerGuess,GUESS,0.001823171009,13.91,33649.0,2726.0,0.0,2.21e-08,,1.0,101.0,145853.68072,-1
Evrice,EVC,18.36,4.0,33474.0,2727.0,0.0,2.2e-08,,,1817.0,1631983.68,-1
Mchain,MAR,0.00083049669,28.11,33228.0,2728.0,0.001,2.18e-08,,,150.0,19378.25582316777,-1
SkyHub,SHB,0.001203364049,,33077.0,2729.0,,2.17e-08,,,48.0,2527064.5029,-1
LightBit,LITB,0.004490268372,,33039.0,2730.0,,2.17e-08,,,153.0,94295.635812,-1
WavesGo,WGO,0.001966774197,,32744.0,2731.0,,2.15e-08,,1.0,245.0,49169.35492500001,-1
ArbitrageCT,ARCT,0.001244984167,,32706.0,2732.0,,2.15e-08,1446.0,,130.0,24899.68334,-1
Zealium,NZL,1.42,5.72,32569.0,2733.0,0.0,2.14e-08,,1.0,1380.0,31063.92,-1
noob.finance,$NOOB,98.24,,31929.0,2735.0,,2.1e-08,,,557.0,25640.64,-1
Nice,NICE,0.006178195137,,31848.0,2736.0,,2.09e-08,,,142.0,61781.95137,-1
Cash2,CASH2,0.003291799158,0.22698,31840.0,2737.0,0.0,2.09e-08,,,188.0,2765111.29272,-1
Basis Dollar Share,BSDS,4.2368639e-05,65.96,31764.0,2738.0,0.002,2.09e-08,,,326.0,6355.29585,-1
Havy,HAVY,1.16,295.02,31341.0,2739.0,0.009,2.06e-08,,,2660.0,36441.4,-1
GoalTime N,GTX,8.3809353e-05,55.85,31271.0,2740.0,0.002,2.06e-08,,,950.0,41904.6765,-1
Cryptrust,CTRT,5.285444e-06,915.03,31219.0,2741.0,0.029,2.05e-08,389.0,,551.0,50211.718,-1
STREAMIT COIN,STREAM,0.00483891579,14.63,31131.0,2755.0,0.0,2.05e-08,,,111.0,241945.7895,-1
DeltaChain,DELTA,0.000216113447,1448.02,30690.0,2743.0,0.047,2.02e-08,,,376.0,27122.2375985,-1
Yfscience,YFSI,0.006629592022,,30479.0,2744.0,,2e-08,,,180.0,72925.512242,-1
Data Transaction Token,XD,4.999468e-06,1351.43,30213.0,2745.0,0.045,1.99e-08,1239.0,,281.0,44827.813233124114,-1
TEAM,TEAM,,483.3,30196.0,2742.0,0.016,1.98e-08,4476.0,1.0,280.0,,-1
DNotes,NOTE,0.139337,,30147.0,2746.0,,1.98e-08,,,276.0,113237.368519,-1
INFOCoin,INFO,0.001006765242,,29871.0,2748.0,,1.96e-08,,,268.0,151014.7863,-1
Audax,AUDAX,4.182778e-06,0.357691,29762.0,2734.0,0.0,1.96e-08,,,252.0,37645.002,-1
Herbalist Token,HERB,0.000346495621,118.88,29753.0,2749.0,0.004,1.96e-08,,,82.0,34649.5621,-1
Livenodes,LNO,3.220521e-06,70.41,29712.0,2750.0,0.002,1.95e-08,,1.0,572.0,57969.378,-1
Connect,CNCT,4.430151e-06,,28918.0,2751.0,,1.9e-08,148.0,,488.0,33226.1325,-1
SINOC,SINOC,1.5125432e-05,,28916.0,2752.0,,1.9e-08,,1.0,398.0,70565.68163326752,-1
VELO Token,VLO,0.041027960437,,28631.0,2753.0,,1.88e-08,,,39.0,410280.0,-1
NPCoin,NPC,1.19,92.55,28146.0,2754.0,0.003,1.85e-08,,1.0,220.0,47600.0,-1
Dreamcoin,DRM,0.000404214977,,27922.0,2756.0,,1.84e-08,,1.0,240.0,,-1
OpenBiSea,OBS,0.000559756089,225.07,27779.0,2757.0,0.008,1.83e-08,,,288.0,6041.523035649015,-1
JOON,JOON,0.008259093169,,27752.0,2758.0,,1.82e-08,,,397.0,167070.25547853284,-1
yfrb.Finance,YFRB,2.5150107e-05,,27724.0,2759.0,,1.82e-08,,,293.0,49740.3463866184,-1
Scanetchain,SWC,0.007675720492,,27499.0,2760.0,,1.81e-08,10722.0,1.0,217.0,2302716.1476000003,-1
VikkyToken,VIKKY,0.000362317332,954.01,27459.0,2762.0,0.035,1.8e-08,,,356.0,30434.655888,-1
Payfair,PFR,0.002717987027,,27448.0,2763.0,,1.8e-08,,1.0,173.0,31256.8508105,-1
Phantomx,PNX,0.001906349272,,27369.0,2764.0,,1.8e-08,,1.0,113.0,1906349.272,-1
xGalaxy,XGCS,0.000370450725,0.856775,27010.0,2765.0,0.0,1.78e-08,,,172.0,,-1
10x.gg,XGG,2.040906e-06,246685.0,26853.0,2766.0,9.186,1.76e-08,,,304.0,30613.59,-1
Intelligent Trading Foundation,ITT,1.7550609e-05,,26677.0,2767.0,,1.75e-08,766.0,,324.0,24570.8526,-1
CIPHER,CPR,0.000208767911,1097.9,26276.0,2768.0,0.042,1.73e-08,,1.0,152.0,71401.91365659825,-1
Cranepay,CRP,3.10959e-07,1.02,26219.0,2769.0,0.0,1.72e-08,,1.0,1474.0,2798630.999999689,-1
MustangCoin,MST,0.000125016767,0.424742,26157.0,2770.0,0.0,1.72e-08,,1.0,187.0,102963.8900620315,-1
Antimony,ATMN,0.000663011565,1047.22,26025.0,2771.0,0.04,1.71e-08,,,170.0,26520.394972820373,-1
Asura,ASA,0.000360910341,,25723.0,2772.0,,1.69e-08,,,273.0,75791.17160999999,-1
Evimeria,EVI,0.000592520301,,25103.0,2773.0,,1.65e-08,,,120.0,29398.454073279147,-1
ExperienceCoin,EPC,0.002962025285,,25096.0,2774.0,,1.65e-08,,,122.0,38506.328705,-1
Sparta,SPARTA,2.41,300.41,24769.0,2775.0,0.012,1.63e-08,152.0,,413.0,23851.0,-1
Themis Network,GET,0.000203128911,13693.2,24704.0,2776.0,0.554,1.62e-08,,,156.0,101564.4555,-1
Kalkulus,KLKS,0.0074897989,1.49,24306.0,2747.0,0.0,1.6e-08,,,622.0,89877.58679999999,-1
CoffeeCoin,COF,0.002419843161,130.95,24170.0,2777.0,0.005,1.59e-08,,1.0,285.0,52621.154388039766,-1
Exosis,EXO,0.515556,10.16,24073.0,2778.0,0.0,1.58e-08,,1.0,2619.0,51555.6,-1
TajCoin,TAJ,4.575601e-06,0.017303175166,23985.0,2779.0,0.0,1.58e-08,,,244.0,34317.0075,-1
Cocaine Cowboy Shards,COKE,0.000997441218,,23851.0,2780.0,,1.57e-08,,,122.0,,-1
Compound Coin,COMP,0.000401699662,72.1,23762.0,2781.0,0.003,1.56e-08,,1.0,129.0,40169.9662,-1
Ether Kingdoms Token,IMP,3.65915e-07,59365.0,23680.0,2782.0,2.507,1.56e-08,1648.0,,526.0,,-1
BitZyon,ZYON,0.782809,,23465.0,2783.0,,1.54e-08,,1.0,400.0,12665.84962,-1
UChain,UCN,0.00230425941,1401.12,23150.0,2784.0,0.061,1.52e-08,,1.0,109.0,77257.20949848,-1
Influxcoin,INFX,0.013222000987,,23105.0,2785.0,,1.52e-08,,1.0,247.0,132220.00987,-1
Bonpay,BON,0.001803098769,,23086.0,2786.0,,1.52e-08,1173.0,,207.0,23515.97267402631,-1
YFIDapp,YFID,4.111413e-06,,23028.0,2787.0,,1.51e-08,,1.0,399.0,49336.956,-1
Profile Utility Token,PUT,7.2765264e-05,,22641.0,2788.0,,1.49e-08,,1.0,723.0,29656.41961385189,-1
Bitcomo,BM,0.000342938992,0.515278,22577.0,2789.0,0.0,1.48e-08,,,123.0,34293.8992,-1
AmsterdamCoin,AMS,0.06169113331,,22327.0,2790.0,,1.47e-08,,,168.0,61691.0,-1
LKR Coin,LKR,9.500742e-06,19.18,22192.0,2791.0,0.001,1.46e-08,,1.0,242.0,33252.597,-1
Truckcoin,TRK,0.0052698849,,21949.0,2792.0,,1.44e-08,,,1176.0,526988.4741903453,-1
Golden Ratio Token,GRT,0.031782103559,,21710.0,2793.0,,1.43e-08,,1.0,212.0,667424.1747389999,-1
Brazio,BRAZ,0.022660563835,2.17,21685.0,2794.0,0.0,1.43e-08,,,1007.0,226605.63835,-1
EAZY Community Node,EZY,0.000284034867,0.975672,21526.0,2796.0,0.0,1.41e-08,,,195.0,71008.71675,-1
Tourist Token,TOTO,0.00134945402,48.59,21489.0,2795.0,0.002,1.41e-08,,,215.0,,-1
Basis Gold Share,BSGS,3.1146134e-05,,21437.0,2797.0,,1.41e-08,,,231.0,27607.278049817447,-1
BaconSwap,BACON,0.000614875681,,21427.0,2798.0,,1.41e-08,,,171.0,102684.0,-1
BunnyToken,BUNNY,0.001966510871,,21184.0,2799.0,,1.39e-08,,1.0,167.0,59683.60493485,-1
CDMCOIN,CDM,0.002142472544,0.001408823847,21154.0,2800.0,0.0,1.39e-08,,,194.0,,-1
Dinero,DIN,0.000997345755,30.41,21114.0,2801.0,0.001,1.39e-08,,1.0,471.0,83777.04342,-1
ANON,ANON,7.4173067e-05,,21015.0,2802.0,,1.38e-08,,1.0,206.0,37086.5335,-1
Jem,JEM,1.62,34831.0,20087.0,2804.0,1.734,1.32e-08,,,186.0,48600.0,-1
Game Stars,GST,2.64512e-06,,19817.65,2805.0,,1.3e-08,,,340.0,18628.55671810496,-1
Giant,GIC,0.000401563496,,19756.13,2806.0,,1.3e-08,,1.0,245.0,18545.940613654184,-1
Ccore,CCO,0.006848201565,70.8,19601.43,2807.0,0.004,1.29e-08,748.0,1.0,382.0,286092.1463888234,-1
